Date,GMKN
2023-07-31,16712.0
2023-08-01,17000.0
2023-08-02,16560.0
2023-08-03,16650.0
2023-08-04,16338.0
2023-08-07,16154.0
2023-08-08,16106.0
2023-08-09,16192.0
2023-08-10,16464.0
2023-08-11,16460.0
2023-08-14,16280.0
2023-08-15,16170.0
2023-08-16,15908.0
2023-08-17,15924.0
2023-08-18,16198.0
2023-08-21,16262.0
2023-08-22,16270.0
2023-08-23,16010.0
2023-08-24,16082.0
2023-08-25,16144.0
2023-08-28,16780.0
2023-08-29,16628.0
2023-08-30,16680.0
2023-08-31,16832.0
2023-09-01,16786.0
2023-09-04,17112.0
2023-09-05,17060.0
2023-09-06,16900.0
2023-09-07,16466.0
2023-09-08,16320.0
2023-09-11,16250.0
2023-09-12,16470.0
2023-09-13,16392.0
2023-09-14,16300.0
2023-09-15,16436.0
2023-09-18,16308.0
2023-09-19,15998.0
2023-09-20,16190.0
2023-09-21,16018.0
2023-09-22,15992.0
2023-09-25,15872.0
2023-09-26,15946.0
2023-09-27,16074.0
2023-09-28,16304.0
2023-09-29,16188.0
2023-10-02,16172.0
2023-10-03,16168.0
2023-10-04,16030.0
2023-10-05,16172.0
2023-10-06,16268.0
2023-10-09,16256.0
2023-10-10,16294.0
2023-10-11,16126.0
2023-10-12,16278.0
2023-10-13,16284.0
2023-10-16,16432.0
2023-10-17,16520.0
2023-10-18,16472.0
2023-10-19,16788.0
2023-10-20,17122.0
2023-10-23,17108.0
2023-10-24,17196.0
2023-10-25,17460.0
2023-10-26,17250.0
2023-10-27,17506.0
2023-10-30,17572.0
2023-10-31,17574.0
2023-11-01,17804.0
2023-11-02,18078.0
2023-11-03,17898.0
2023-11-06,17764.0
2023-11-07,17690.0
2023-11-08,17460.0
2023-11-09,17412.0
2023-11-10,17344.0
2023-11-13,17410.0
2023-11-14,17178.0
2023-11-15,17136.0
2023-11-16,17008.0
2023-11-17,17168.0
2023-11-20,17098.0
2023-11-21,17250.0
2023-11-22,17218.0
